
"Range 0-n" "Sequential" "Cuda - Coarse: 1 warp" "Cuda - Coarse: 16 warps" "Cuda - Coarse: 32 warps" "Cuda - Fine: 1 warp" "Cuda - Fine: 16 warps" "Cuda - Fine: 32 warps" "Cuda - Hybrid: 1 warp" "Cuda - Hybrid: 16 warps" "Cuda - Hybrid: 32 warps" "Omp (Dynamic, 1)" "Omp (Dynamic, 10)" "Omp (Static, 1)" "Omp (Static, 10)" "std::Async" 
870    0.0017488130    0.0003439515    0.0003769790    0.0004375617    0.0028759399    0.0029213673    0.0029405496    0.0001742735    0.0001794819    0.0001981617    0.0002757854    0.0002574718    0.0002456259    0.0002573555    0.0000000666 
880    0.0017782427    0.0003467434    0.0003792478    0.0004384259    0.0029082479    0.0029549948    0.0029749705    0.0001744069    0.0001801731    0.0001989251    0.0002813149    0.0002629307    0.0002513510    0.0002626235    0.0000000665 
890    0.0018185537    0.0003486427    0.0003816800    0.0004421488    0.0029393002    0.0029888247    0.0030096498    0.0001744964    0.0001807007    0.0001996880    0.0002868967    0.0002691914    0.0002568501    0.0002688533    0.0000000686 
900    0.0018552175    0.0003507219    0.0004121689    0.0004531514    0.0029702984    0.0030229521    0.0030434080    0.0001747893    0.0001814132    0.0002003473    0.0002926961    0.0002746076    0.0002622606    0.0002739299    0.0000000704 
910    0.0018873545    0.0003532270    0.0004146163    0.0004561016    0.0030031335    0.0030591922    0.0030809704    0.0001766492    0.0001824179    0.0002015900    0.0003020429    0.0002915051    0.0002684248    0.0002796007    0.0000000697 
920    0.0019162381    0.0003551130    0.0004169266    0.0004581848    0.0030334608    0.0030910279    0.0031117367    0.0001768201    0.0001830251    0.0002026907    0.0003040571    0.0002866411    0.0002741330    0.0002859627    0.0000000720 
930    0.0019469899    0.0003570490    0.0004220085    0.0004719805    0.0030656738    0.0031253640    0.0031460009    0.0001767055    0.0001835180    0.0002031955    0.0003101550    0.0002928879    0.0002799684    0.0002922721    0.0000000693 
940    0.0019776582    0.0003598333    0.0004244158    0.0004740376    0.0030970091    0.0031588551    0.0031801130    0.0001786348    0.0001841178    0.0002044165    0.0003156914    0.0002988941    0.0002853815    0.0002982697    0.0000000695 
950    0.0020098728    0.0003623339    0.0004266386    0.0004756844    0.0031288895    0.0031931159    0.0032141262    0.0001785882    0.0001851440    0.0002051395    0.0003244971    0.0003047220    0.0002918631    0.0003042265    0.0000000706 
960    0.0020252719    0.0003645489    0.0004325515    0.0004895240    0.0031609380    0.0032287000    0.0032496118    0.0001790193    0.0001858890    0.0002067007    0.0003387277    0.0003108724    0.0002978523    0.0003101155    0.0000000657 
970    0.0020551149    0.0003664332    0.0004345132    0.0004916188    0.0031919780    0.0032607623    0.0032826042    0.0001812187    0.0001866879    0.0002069452    0.0003339555    0.0003175530    0.0003037557    0.0003167017    0.0000000662 
980    0.0020878899    0.0003683444    0.0004371662    0.0004934733    0.0032236672    0.0032952918    0.0033173585    0.0001814271    0.0001873690    0.0002078583    0.0003399166    0.0003231580    0.0003101236    0.0003226472    0.0000000651 
990    0.0021211233    0.0003710770    0.0004391877    0.0004958872    0.0032553433    0.0033293038    0.0033510710    0.0001814150    0.0001885451    0.0002089390    0.0003467236    0.0003296938    0.0003165293    0.0003288539    0.0000000678 
1000    0.0021524359    0.0003730413    0.0004444718    0.0005098350    0.0032901667    0.0033632588    0.0033849441    0.0001832295    0.0001888374    0.0002104498    0.0003524868    0.0003363534    0.0003228827    0.0003348274    0.0000000667 
